threshold,feature,children_left,children_right,value
-2.0,-2,-1,-1,2.888888888888889
126.5,4,155,156,0.8888888888888888
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,2.9941520467836256
-2.0,-2,-1,-1,2.5146198830409356
-2.5957677364349365,3,159,160,1.6842105263157894
-2.0,-2,-1,-1,2.2339181286549707
-2.0,-2,-1,-1,0.0
69.5,1,162,163,4.023391812865497
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,4.058479532163743
-2.0,-2,-1,-1,0.5029239766081871
-3.45429003238678,3,166,167,2.175438596491228
-2.0,-2,-1,-1,3.8128654970760234
93.5806884765625,5,168,173,2.1403508771929824
122.89999771118164,0,169,172,1.894736842105263
120.9000015258789,0,170,171,1.719298245614035
-2.0,-2,-1,-1,1.7309941520467835
-2.0,-2,-1,-1,1.1403508771929824
-2.0,-2,-1,-1,2.105263157894737
7.9029998779296875,2,174,179,2.309941520467836
104.23472213745117,5,175,178,2.8304093567251463
5.477499961853027,2,176,177,2.8304093567251463
-2.0,-2,-1,-1,0.45614035087719296
-2.0,-2,-1,-1,2.8304093567251463
-2.0,-2,-1,-1,0.07017543859649122
-2.0,-2,-1,-1,2.245614035087719
70.10932159423828,5,181,196,2.175438596491228
68.10277938842773,5,182,195,2.198830409356725
103.79999923706055,0,183,184,2.175438596491228
-2.0,-2,-1,-1,2.3508771929824563
271.1000061035156,0,185,194,2.128654970760234
11.649499893188477,2,186,193,2.175438596491228
205.29999542236328,0,187,190,2.175438596491228
201.8000030517578,0,188,189,2.08187134502924
-2.0,-2,-1,-1,2.08187134502924
-2.0,-2,-1,-1,0.0
58.703046798706055,5,191,192,2.2339181286549707
-2.0,-2,-1,-1,2.175438596491228
-2.0,-2,-1,-1,2.6666666666666665
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,1.9415204678362572
-2.0,-2,-1,-1,3.0994152046783627
10.239999771118164,2,197,198,2.011695906432749
-2.0,-2,-1,-1,2.046783625730994
-2.0,-2,-1,-1,1.2105263157894737
63.0,1,200,203,1.894736842105263
5.141499996185303,2,201,202,1.2748538011695907
-2.0,-2,-1,-1,1.415204678362573
-2.0,-2,-1,-1,0.5146198830409356
-2.0,-2,-1,-1,1.9298245614035088
45.927024841308594,5,205,206,1.847953216374269
-2.0,-2,-1,-1,1.5087719298245614
92.5,1,207,228,1.871345029239766
2.2872108221054077,3,208,227,1.9298245614035088
135.5,4,209,224,1.9298245614035088
74.16850280761719,5,210,221,1.8830409356725146
101.5,0,211,214,1.8596491228070176
71.72296524047852,5,212,213,1.9824561403508771
-2.0,-2,-1,-1,2.1345029239766085
-2.0,-2,-1,-1,1.7953216374269005
111.5,0,215,220,1.8245614035087718
109.20000076293945,0,216,219,1.5789473684210527
12.474999904632568,2,217,218,1.672514619883041
-2.0,-2,-1,-1,1.6900584795321638
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,1.0058479532163742
-2.0,-2,-1,-1,1.8830409356725146
76.74779510498047,5,222,223,1.9883040935672514
-2.0,-2,-1,-1,2.1052631578947367
-2.0,-2,-1,-1,1.8362573099415205
1.5885100364685059,3,225,226,2.0233918128654973
-2.0,-2,-1,-1,2.046783625730994
-2.0,-2,-1,-1,1.7309941520467835
-2.0,-2,-1,-1,0.9824561403508771
131.5,4,229,230,1.6842105263157894
-2.0,-2,-1,-1,1.3508771929824561
-2.0,-2,-1,-1,1.7309941520467835
145.5,4,232,351,2.47953216374269
82.5,1,233,296,2.210526315789474
67.5,1,234,257,2.47953216374269
2.3165135383605957,6,235,244,2.9590643274853803
2.365000009536743,2,236,237,2.4678362573099415
-2.0,-2,-1,-1,0.0
0.9105483293533325,6,238,241,2.502923976608187
58.50135040283203,5,239,240,3.3684210526315788
-2.0,-2,-1,-1,4.128654970760234
-2.0,-2,-1,-1,2.5847953216374266
131.5,0,242,243,2.2690058479532165
-2.0,-2,-1,-1,2.3859649122807016
-2.0,-2,-1,-1,0.39766081871345027
52.26077461242676,5,245,248,3.391812865497076
6.032446622848511,3,246,247,3.9883040935672516
-2.0,-2,-1,-1,3.9941520467836256
-2.0,-2,-1,-1,2.374269005847953
8.285499811172485,2,249,256,3.3216374269005846
4.278152227401733,3,250,253,3.3216374269005846
72.16261291503906,5,251,252,3.4912280701754383
-2.0,-2,-1,-1,4.011695906432749
-2.0,-2,-1,-1,3.39766081871345
4.705365180969238,6,254,255,2.888888888888889
-2.0,-2,-1,-1,2.3976608187134505
-2.0,-2,-1,-1,3.2748538011695905
-2.0,-2,-1,-1,0.7953216374269005
171.70000457763672,0,258,283,2.4327485380116958
126.79999923706055,0,259,278,2.3625730994152048
5.2108049392700195,5,260,261,2.3976608187134505
-2.0,-2,-1,-1,1.8245614035087718
19.200780868530273,5,262,263,2.3976608187134505
-2.0,-2,-1,-1,2.736842105263158
2.7989999055862427,2,264,265,2.374269005847953
-2.0,-2,-1,-1,1.8830409356725146
7.548500061035156,2,266,273,2.3859649122807016
5.127500057220459,2,267,268,2.4210526315789473
-2.0,-2,-1,-1,2.374269005847953
3.1687283515930176,6,269,270,2.7017543859649122
-2.0,-2,-1,-1,2.5497076023391814
103.79999923706055,0,271,272,2.9941520467836256
-2.0,-2,-1,-1,2.953216374269006
-2.0,-2,-1,-1,3.7660818713450293
99.67396926879883,5,274,277,2.2690058479532165
99.60575866699219,5,275,276,2.08187134502924
-2.0,-2,-1,-1,2.128654970760234
-2.0,-2,-1,-1,0.23391812865497075
-2.0,-2,-1,-1,2.4444444444444446
0.021319303661584854,6,279,280,2.169590643274854
-2.0,-2,-1,-1,0.7602339181286549
138.5,4,281,282,2.210526315789474
-2.0,-2,-1,-1,4.631578947368421
-2.0,-2,-1,-1,2.192982456140351
6.442499876022339,2,284,289,2.573099415204678
268.3000030517578,0,285,288,2.5321637426900585
3.093000054359436,2,286,287,2.538011695906433
-2.0,-2,-1,-1,2.3391812865497075
-2.0,-2,-1,-1,2.584795321637427
-2.0,-2,-1,-1,1.8479532163742691
0.27106256783008575,3,290,293,3.263157894736842
270.8000030517578,0,291,292,2.912280701754386
-2.0,-2,-1,-1,2.935672514619883
-2.0,-2,-1,-1,0.23391812865497075
142.0,4,294,295,4.754385964912281
-2.0,-2,-1,-1,4.187134502923977
-2.0,-2,-1,-1,5.076023391812866
72.0999984741211,0,297,300,2.08187134502924
69.0999984741211,0,298,299,2.538011695906433
-2.0,-2,-1,-1,2.654970760233918
-2.0,-2,-1,-1,2.47953216374269
93.5,1,301,346,2.046783625730994
70.53973007202148,5,302,313,2.0701754385964914
269.5,0,303,312,2.175438596491228
89.5,1,304,311,2.198830409356725
0.08743762224912643,3,305,306,2.2690058479532165
-2.0,-2,-1,-1,2.4269005847953213
8.70550012588501,2,307,310,2.2339181286549707
3.162999987602234,2,308,309,2.245614035087719
-2.0,-2,-1,-1,3.0058479532163744
-2.0,-2,-1,-1,2.2339181286549707
-2.0,-2,-1,-1,1.2982456140350878
-2.0,-2,-1,-1,2.0701754385964914
-2.0,-2,-1,-1,1.5555555555555556
6.624499797821045,2,314,315,2.0233918128654973
-2.0,-2,-1,-1,1.847953216374269
12.648000240325928,2,316,345,2.046783625730994
117.67363357543945,5,317,344,2.046783625730994
2.712035059928894,6,318,339,2.0350877192982457
141.5,4,319,330,2.0233918128654973
110.60000228881836,0,320,327,1.9181286549707601
-0.6580893993377686,3,321,324,1.9883040935672514
10.47849988937378,2,322,323,2.4327485380116958
-2.0,-2,-1,-1,2.4444444444444446
-2.0,-2,-1,-1,0.11695906432748537
114.8056755065918,5,325,326,1.9415204678362572
-2.0,-2,-1,-1,1.9883040935672514
-2.0,-2,-1,-1,1.543859649122807
86.25765228271484,5,328,329,1.7076023391812865
-2.0,-2,-1,-1,1.807017543859649
-2.0,-2,-1,-1,1.087719298245614
-2.31755793094635,3,331,332,2.046783625730994
-2.0,-2,-1,-1,0.3508771929824561
86.58803939819336,5,333,334,2.046783625730994
-2.0,-2,-1,-1,2.0
107.2772102355957,5,335,338,2.0994152046783627
1.74628084897995,6,336,337,2.409356725146199
-2.0,-2,-1,-1,2.4444444444444446
-2.0,-2,-1,-1,1.4502923976608186
-2.0,-2,-1,-1,2.046783625730994
114.0999984741211,0,340,343,2.175438596491228
74.58694076538086,5,341,342,2.04093567251462
-2.0,-2,-1,-1,2.175438596491228
-2.0,-2,-1,-1,1.8362573099415205
-2.0,-2,-1,-1,2.2982456140350878
-2.0,-2,-1,-1,2.3859649122807016
-2.0,-2,-1,-1,0.0
85.24380493164062,5,347,350,1.8362573099415205
96.5,1,348,349,1.9532163742690059
-2.0,-2,-1,-1,1.9532163742690059
-2.0,-2,-1,-1,1.2982456140350878
-2.0,-2,-1,-1,1.695906432748538
56.96506118774414,5,352,403,2.56140350877193
69.5,1,353,362,2.6432748538011697
4.305999994277954,2,354,355,3.95906432748538
-2.0,-2,-1,-1,2.39766081871345
17.379805088043213,5,356,357,4.099415204678363
-2.0,-2,-1,-1,1.871345029239766
199.60000610351562,0,358,361,4.128654970760234
47.039594650268555,5,359,360,4.140350877192983
-2.0,-2,-1,-1,4.093567251461988
-2.0,-2,-1,-1,4.491228070175438
-2.0,-2,-1,-1,3.134502923976608
150.5,4,363,382,2.6198830409356724
258.0,0,364,379,2.538011695906433
65.5,0,365,366,2.526315789473684
-2.0,-2,-1,-1,2.7485380116959064
0.905371904373169,3,367,368,2.502923976608187
-2.0,-2,-1,-1,2.526315789473684
6.629499912261963,2,369,376,2.374269005847953
53.572513580322266,5,370,375,2.47953216374269
80.5,1,371,374,2.5146198830409356
40.35166549682617,5,372,373,2.6432748538011697
-2.0,-2,-1,-1,3.9766081871345027
-2.0,-2,-1,-1,2.6315789473684212
-2.0,-2,-1,-1,2.374269005847953
-2.0,-2,-1,-1,2.04093567251462
1.4558050036430359,3,377,378,1.9883040935672514
-2.0,-2,-1,-1,2.2222222222222223
-2.0,-2,-1,-1,1.7543859649122806
263.1000061035156,0,380,381,3.6140350877192984
-2.0,-2,-1,-1,4.906432748538012
-2.0,-2,-1,-1,3.263157894736842
10.739500045776367,2,383,402,2.6666666666666665
94.5,1,384,401,2.672514619883041
5.6503026485443115,6,385,398,2.7134502923976607
5.733548164367676,3,386,397,2.7134502923976607
79.5,1,387,394,2.730994152046784
7.394500017166138,2,388,391,2.9239766081871346
5.276904106140137,6,389,390,2.9005847953216373
-2.0,-2,-1,-1,2.8771929824561404
-2.0,-2,-1,-1,4.052631578947368
171.6999969482422,0,392,393,4.994152046783626
-2.0,-2,-1,-1,1.9415204678362572
-2.0,-2,-1,-1,5.035087719298246
5.200754165649414,6,395,396,2.7134502923976607
-2.0,-2,-1,-1,2.7134502923976607
-2.0,-2,-1,-1,2.128654970760234
-2.0,-2,-1,-1,2.526315789473684
153.5,4,399,400,4.017543859649123
-2.0,-2,-1,-1,1.8362573099415205
-2.0,-2,-1,-1,4.046783625730995
-2.0,-2,-1,-1,2.5964912280701755
-2.0,-2,-1,-1,2.0116959064327484
89.13872528076172,5,404,429,2.491228070175439
84.80733489990234,5,405,420,2.3391812865497075
69.5,1,406,407,2.4210526315789473
-2.0,-2,-1,-1,4.128654970760234
74.9739761352539,5,408,415,2.3976608187134505
283.0,0,409,414,2.152046783625731
2.964853286743164,3,410,413,2.2046783625730995
255.0,0,411,412,2.1052631578947367
-2.0,-2,-1,-1,2.111111111111111
-2.0,-2,-1,-1,0.42105263157894735
-2.0,-2,-1,-1,2.678362573099415
-2.0,-2,-1,-1,1.590643274853801
91.5,1,416,419,2.4327485380116958
3.067789912223816,6,417,418,2.456140350877193
-2.0,-2,-1,-1,2.526315789473684
-2.0,-2,-1,-1,2.3976608187134505
-2.0,-2,-1,-1,2.1637426900584797
9.139500141143799,2,421,424,2.1052631578947367
87.5,1,422,423,2.2339181286549707
-2.0,-2,-1,-1,2.690058479532164
-2.0,-2,-1,-1,2.175438596491228
85.59412002563477,5,425,428,2.0350877192982457
2.0690956115722656,6,426,427,1.4619883040935673
-2.0,-2,-1,-1,0.47953216374269003
-2.0,-2,-1,-1,1.543859649122807
-2.0,-2,-1,-1,2.04093567251462
66.5,1,430,441,2.5497076023391814
92.803955078125,5,431,432,2.783625730994152
-2.0,-2,-1,-1,4.1988304093567255
80.0,0,433,436,2.760233918128655
0.4120146632194519,3,434,435,3.8128654970760234
-2.0,-2,-1,-1,1.1929824561403508
-2.0,-2,-1,-1,3.9649122807017543
158.5,4,437,438,2.7485380116959064
-2.0,-2,-1,-1,2.7485380116959064
5.859499931335449,2,439,440,0.0
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,3.2046783625730995
76.70000076293945,0,442,447,2.526315789473684
106.35651016235352,5,443,444,2.573099415204678
-2.0,-2,-1,-1,2.6198830409356724
155.5,4,445,446,2.5438596491228074
-2.0,-2,-1,-1,2.573099415204678
-2.0,-2,-1,-1,2.456140350877193
91.5,1,448,459,2.4210526315789473
97.00950622558594,5,449,456,2.4678362573099415
-2.3106133937835693,3,450,451,2.5964912280701755
-2.0,-2,-1,-1,2.1052631578947367
148.5,4,452,453,2.5964912280701755
-2.0,-2,-1,-1,2.6198830409356724
101.5,0,454,455,2.4678362573099415
-2.0,-2,-1,-1,0.07017543859649122
-2.0,-2,-1,-1,2.497076023391813
113.2738265991211,5,457,458,2.409356725146199
-2.0,-2,-1,-1,2.4210526315789473
-2.0,-2,-1,-1,1.9532163742690059
80.5,0,460,461,2.08187134502924
-2.0,-2,-1,-1,2.502923976608187
94.9725456237793,5,462,463,1.9883040935672514
-2.0,-2,-1,-1,2.4678362573099415
94.5,1,464,465,1.9298245614035088
-2.0,-2,-1,-1,2.0
-2.0,-2,-1,-1,1.608187134502924
79.5,1,467,516,4.105263157894737
3.8209999799728394,2,468,471,4.058479532163743
65.021484375,5,469,470,2.450292397660819
-2.0,-2,-1,-1,2.3684210526315788
-2.0,-2,-1,-1,4.052631578947368
180.5,4,472,515,4.058479532163743
74.5,1,473,492,4.058479532163743
52.5,1,474,477,4.046783625730995
191.3000030517578,0,475,476,0.0
-2.0,-2,-1,-1,4.292397660818714
-2.0,-2,-1,-1,0.0
60.5,1,478,479,4.046783625730995
-2.0,-2,-1,-1,3.8596491228070176
138.0999984741211,0,480,485,4.058479532163743
28.7581205368042,5,481,484,3.9649122807017543
71.5,1,482,483,4.105263157894737
-2.0,-2,-1,-1,4.087719298245614
-2.0,-2,-1,-1,5.578947368421052
-2.0,-2,-1,-1,3.91812865497076
5.44840931892395,6,486,487,4.081871345029239
-2.0,-2,-1,-1,4.2748538011695905
5.010929822921753,3,488,491,4.0701754385964914
167.5,4,489,490,3.672514619883041
-2.0,-2,-1,-1,0.5029239766081871
-2.0,-2,-1,-1,3.719298245614035
-2.0,-2,-1,-1,4.081871345029239
220.5999984741211,0,493,514,4.4678362573099415
4.844145774841309,3,494,499,4.456140350877193
6.923499822616577,2,495,498,2.538011695906433
180.3000030517578,0,496,497,1.929824561403509
-2.0,-2,-1,-1,2.257309941520468
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,4.444444444444445
84.45674133300781,5,500,513,4.538011695906433
20.66207981109619,5,501,502,4.4678362573099415
-2.0,-2,-1,-1,5.818713450292398
9.037102699279785,6,503,512,4.456140350877193
181.79999542236328,0,504,505,4.502923976608187
-2.0,-2,-1,-1,4.409356725146199
78.5,1,506,511,5.251461988304094
179.5,4,507,508,4.760233918128655
-2.0,-2,-1,-1,5.251461988304094
29.900219917297363,5,509,510,4.245614035087719
-2.0,-2,-1,-1,4.3918128654970765
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,6.128654970760234
-2.0,-2,-1,-1,3.719298245614035
-2.0,-2,-1,-1,6.146198830409357
-2.0,-2,-1,-1,6.941520467836257
-2.0,-2,-1,-1,0.0
4.75849986076355,2,517,520,5.637426900584796
168.5,4,518,519,1.9181286549707601
-2.0,-2,-1,-1,1.8245614035087718
-2.0,-2,-1,-1,3.5321637426900585
8.001000165939331,2,521,544,5.666666666666666
50.04906463623047,5,522,537,5.695906432748538
7.632500171661377,2,523,536,5.4795321637426895
19.61096477508545,5,524,525,5.502923976608187
-2.0,-2,-1,-1,6.643274853801169
48.16451072692871,5,526,535,5.485380116959064
5.688704490661621,3,527,528,5.491228070175438
-2.0,-2,-1,-1,5.614035087719298
5.415999889373779,2,529,530,5.2631578947368425
-2.0,-2,-1,-1,5.5321637426900585
5.873499870300293,2,531,534,5.076023391812866
47.18850517272949,5,532,533,4.701754385964913
-2.0,-2,-1,-1,4.707602339181287
-2.0,-2,-1,-1,2.409356725146199
-2.0,-2,-1,-1,5.461988304093568
-2.0,-2,-1,-1,4.748538011695906
-2.0,-2,-1,-1,3.95906432748538
4.466421604156494,3,538,539,6.257309941520468
-2.0,-2,-1,-1,4.923976608187134
80.5,1,540,543,6.304093567251462
176.5,4,541,542,3.3567251461988303
-2.0,-2,-1,-1,3.345029239766082
-2.0,-2,-1,-1,6.760233918128655
-2.0,-2,-1,-1,6.304093567251462
3.5840693712234497,3,545,546,1.0526315789473684
-2.0,-2,-1,-1,0.0
-2.0,-2,-1,-1,3.0058479532163744
